emotion,audio_path
Anger,/esd-dataset-fyp/Emotion Speech Dataset/0001/Angry/0001_000627.wav
Anger,/esd-dataset-fyp/Emotion Speech Dataset/0001/Angry/0001_000450.wav
Anger,/esd-dataset-fyp/Emotion Speech Dataset/0001/Angry/0001_000646.wav
Anger,/esd-dataset-fyp/Emotion Speech Dataset/0001/Angry/0001_000539.wav
Anger,/esd-dataset-fyp/Emotion Speech Dataset/0001/Angry/0001_000443.wav
Anger,/esd-dataset-fyp/Emotion Speech Dataset/0001/Angry/0001_000623.wav
Anger,/esd-dataset-fyp/Emotion Speech Dataset/0001/Angry/0001_000432.wav
Anger,/esd-dataset-fyp/Emotion Speech Dataset/0001/Angry/0001_000633.wav
Anger,/esd-dataset-fyp/Emotion Speech Dataset/0001/Angry/0001_000428.wav
Anger,/esd-dataset-fyp/Emotion Speech Dataset/0001/Angry/0001_000541.wav
Anger,/esd-dataset-fyp/Emotion Speech Dataset/0001/Angry/0001_000525.wav
Anger,/esd-dataset-fyp/Emotion Speech Dataset/0001/Angry/0001_000550.wav
Anger,/esd-dataset-fyp/Emotion Speech Dataset/0001/Angry/0001_000433.wav
Anger,/esd-dataset-fyp/Emotion Speech Dataset/0001/Angry/0001_000446.wav
Anger,/esd-dataset-fyp/Emotion Speech Dataset/0001/Angry/0001_000526.wav
Anger,/esd-dataset-fyp/Emotion Speech Dataset/0001/Angry/0001_000635.wav
Anger,/esd-dataset-fyp/Emotion Speech Dataset/0001/Angry/0001_000447.wav
Anger,/esd-dataset-fyp/Emotion Speech Dataset/0001/Angry/0001_000425.wav
Anger,/esd-dataset-fyp/Emotion Speech Dataset/0001/Angry/0001_000533.wav
Anger,/esd-dataset-fyp/Emotion Speech Dataset/0001/Angry/0001_000543.wav
Anger,/esd-dataset-fyp/Emotion Speech Dataset/0001/Angry/0001_000445.wav
Anger,/esd-dataset-fyp/Emotion Speech Dataset/0001/Angry/0001_000524.wav
Anger,/esd-dataset-fyp/Emotion Speech Dataset/0001/Angry/0001_000637.wav
Anger,/esd-dataset-fyp/Emotion Speech Dataset/0001/Angry/0001_000538.wav
Anger,/esd-dataset-fyp/Emotion Speech Dataset/0001/Angry/0001_000421.wav
Anger,/esd-dataset-fyp/Emotion Speech Dataset/0001/Angry/0001_000628.wav
Anger,/esd-dataset-fyp/Emotion Speech Dataset/0001/Angry/0001_000649.wav
Anger,/esd-dataset-fyp/Emotion Speech Dataset/0001/Angry/0001_000641.wav
Anger,/esd-dataset-fyp/Emotion Speech Dataset/0001/Angry/0001_000534.wav
Anger,/esd-dataset-fyp/Emotion Speech Dataset/0001/Angry/0001_000536.wav
Anger,/esd-dataset-fyp/Emotion Speech Dataset/0001/Angry/0001_000625.wav
Anger,/esd-dataset-fyp/Emotion Speech Dataset/0001/Angry/0001_000621.wav
Anger,/esd-dataset-fyp/Emotion Speech Dataset/0001/Angry/0001_000434.wav
Anger,/esd-dataset-fyp/Emotion Speech Dataset/0001/Angry/0001_000441.wav
Anger,/esd-dataset-fyp/Emotion Speech Dataset/0001/Angry/0001_000632.wav
Anger,/esd-dataset-fyp/Emotion Speech Dataset/0001/Angry/0001_000423.wav
Anger,/esd-dataset-fyp/Emotion Speech Dataset/0001/Angry/0001_000638.wav
Anger,/esd-dataset-fyp/Emotion Speech Dataset/0001/Angry/0001_000644.wav
Anger,/esd-dataset-fyp/Emotion Speech Dataset/0001/Angry/0001_000429.wav
Anger,/esd-dataset-fyp/Emotion Speech Dataset/0001/Angry/0001_000438.wav
Anger,/esd-dataset-fyp/Emotion Speech Dataset/0001/Angry/0001_000449.wav
Anger,/esd-dataset-fyp/Emotion Speech Dataset/0001/Angry/0001_000436.wav
Anger,/esd-dataset-fyp/Emotion Speech Dataset/0001/Angry/0001_000444.wav
Anger,/esd-dataset-fyp/Emotion Speech Dataset/0001/Angry/0001_000431.wav
Anger,/esd-dataset-fyp/Emotion Speech Dataset/0001/Angry/0001_000650.wav
Anger,/esd-dataset-fyp/Emotion Speech Dataset/0001/Angry/0001_000544.wav
Anger,/esd-dataset-fyp/Emotion Speech Dataset/0001/Angry/0001_000448.wav
Anger,/esd-dataset-fyp/Emotion Speech Dataset/0001/Angry/0001_000645.wav
Anger,/esd-dataset-fyp/Emotion Speech Dataset/0001/Angry/0001_000422.wav
Anger,/esd-dataset-fyp/Emotion Speech Dataset/0001/Angry/0001_000626.wav
Anger,/esd-dataset-fyp/Emotion Speech Dataset/0001/Angry/0001_000529.wav
Anger,/esd-dataset-fyp/Emotion Speech Dataset/0001/Angry/0001_000426.wav
Anger,/esd-dataset-fyp/Emotion Speech Dataset/0001/Angry/0001_000634.wav
Anger,/esd-dataset-fyp/Emotion Speech Dataset/0001/Angry/0001_000622.wav
Anger,/esd-dataset-fyp/Emotion Speech Dataset/0001/Angry/0001_000545.wav
Anger,/esd-dataset-fyp/Emotion Speech Dataset/0001/Angry/0001_000528.wav
Anger,/esd-dataset-fyp/Emotion Speech Dataset/0001/Angry/0001_000532.wav
Anger,/esd-dataset-fyp/Emotion Speech Dataset/0001/Angry/0001_000547.wav
Anger,/esd-dataset-fyp/Emotion Speech Dataset/0001/Angry/0001_000629.wav
Anger,/esd-dataset-fyp/Emotion Speech Dataset/0001/Angry/0001_000531.wav
Anger,/esd-dataset-fyp/Emotion Speech Dataset/0001/Angry/0001_000640.wav
Anger,/esd-dataset-fyp/Emotion Speech Dataset/0001/Angry/0001_000523.wav
Anger,/esd-dataset-fyp/Emotion Speech Dataset/0001/Angry/0001_000530.wav
Anger,/esd-dataset-fyp/Emotion Speech Dataset/0001/Angry/0001_000624.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0001/Neutral/0001_000044.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0001/Neutral/0001_000343.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0001/Neutral/0001_000048.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0001/Neutral/0001_000035.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0001/Neutral/0001_000027.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0001/Neutral/0001_000147.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0001/Neutral/0001_000133.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0001/Neutral/0001_000232.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0001/Neutral/0001_000321.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0001/Neutral/0001_000244.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0001/Neutral/0001_000036.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0001/Neutral/0001_000050.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0001/Neutral/0001_000346.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0001/Neutral/0001_000325.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0001/Neutral/0001_000248.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0001/Neutral/0001_000238.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0001/Neutral/0001_000224.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0001/Neutral/0001_000240.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0001/Neutral/0001_000148.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0001/Neutral/0001_000150.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0001/Neutral/0001_000136.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0001/Neutral/0001_000031.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0001/Neutral/0001_000324.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0001/Neutral/0001_000026.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0001/Neutral/0001_000330.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0001/Neutral/0001_000231.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0001/Neutral/0001_000046.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0001/Neutral/0001_000336.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0001/Neutral/0001_000222.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0001/Neutral/0001_000040.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0001/Neutral/0001_000229.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0001/Neutral/0001_000322.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0001/Neutral/0001_000235.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0001/Neutral/0001_000332.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0001/Neutral/0001_000033.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0001/Neutral/0001_000131.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0001/Neutral/0001_000129.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0001/Neutral/0001_000243.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0001/Neutral/0001_000125.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0001/Neutral/0001_000139.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0001/Neutral/0001_000334.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0001/Neutral/0001_000149.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0001/Neutral/0001_000347.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0001/Neutral/0001_000338.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0001/Neutral/0001_000227.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0001/Neutral/0001_000245.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0001/Neutral/0001_000249.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0001/Neutral/0001_000239.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0001/Neutral/0001_000145.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0001/Neutral/0001_000143.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0001/Neutral/0001_000132.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0001/Neutral/0001_000140.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0001/Neutral/0001_000331.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0001/Neutral/0001_000335.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0001/Neutral/0001_000121.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0001/Neutral/0001_000236.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0001/Neutral/0001_000344.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0001/Neutral/0001_000047.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0001/Neutral/0001_000250.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0001/Neutral/0001_000221.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0001/Neutral/0001_000028.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0001/Neutral/0001_000123.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0001/Neutral/0001_000144.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0001/Neutral/0001_000032.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0001/Neutral/0001_000226.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0001/Neutral/0001_000237.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0001/Neutral/0001_000037.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0001/Neutral/0001_000327.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0001/Neutral/0001_000246.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0001/Neutral/0001_000135.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0001/Neutral/0001_000228.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0001/Neutral/0001_000038.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0001/Neutral/0001_000126.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0001/Neutral/0001_000348.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0001/Neutral/0001_000025.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0001/Neutral/0001_000029.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0001/Neutral/0001_000030.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0001/Neutral/0001_000045.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0001/Neutral/0001_000127.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0001/Neutral/0001_000122.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0001/Neutral/0001_000021.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0001/Neutral/0001_000242.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0001/Neutral/0001_000042.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0001/Neutral/0001_000323.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0001/Neutral/0001_000328.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0001/Neutral/0001_000146.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0001/Neutral/0001_000337.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0001/Neutral/0001_000345.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0001/Neutral/0001_000043.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0001/Neutral/0001_000041.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0001/Neutral/0001_000233.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0001/Neutral/0001_000326.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0001/Neutral/0001_000137.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0001/Neutral/0001_000138.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0001/Neutral/0001_000333.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0001/Neutral/0001_000024.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0001/Neutral/0001_000339.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0001/Neutral/0001_000225.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0001/Neutral/0001_000329.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0001/Neutral/0001_000124.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0001/Neutral/0001_000049.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0001/Neutral/0001_000241.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0001/Neutral/0001_000247.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0001/Neutral/0001_000341.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0001/Neutral/0001_000342.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0001/Neutral/0001_000141.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0001/Neutral/0001_000039.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0001/Neutral/0001_000349.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0001/Neutral/0001_000130.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0001/Neutral/0001_000223.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0001/Neutral/0001_000350.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0001/Neutral/0001_000128.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0001/Neutral/0001_000023.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0001/Neutral/0001_000034.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0001/Neutral/0001_000022.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0001/Neutral/0001_000142.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0001/Neutral/0001_000234.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0001/Neutral/0001_000230.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0001/Neutral/0001_000134.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0001/Neutral/0001_000340.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0001/Sad/0001_001230.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0001/Sad/0001_001333.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0001/Sad/0001_001136.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0001/Sad/0001_001338.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0001/Sad/0001_001145.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0001/Sad/0001_001121.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0001/Sad/0001_001124.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0001/Sad/0001_001222.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0001/Sad/0001_001138.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0001/Sad/0001_001322.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0001/Sad/0001_001325.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0001/Sad/0001_001133.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0001/Sad/0001_001125.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0001/Sad/0001_001244.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0001/Sad/0001_001336.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0001/Sad/0001_001223.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0001/Sad/0001_001335.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0001/Sad/0001_001142.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0001/Sad/0001_001130.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0001/Sad/0001_001248.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0001/Sad/0001_001344.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0001/Sad/0001_001337.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0001/Sad/0001_001225.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0001/Sad/0001_001327.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0001/Sad/0001_001143.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0001/Sad/0001_001332.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0001/Sad/0001_001235.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0001/Sad/0001_001137.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0001/Sad/0001_001123.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0001/Sad/0001_001249.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0001/Sad/0001_001231.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0001/Sad/0001_001224.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0001/Sad/0001_001323.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0001/Sad/0001_001348.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0001/Sad/0001_001346.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0001/Sad/0001_001245.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0001/Sad/0001_001141.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0001/Sad/0001_001321.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0001/Sad/0001_001334.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0001/Sad/0001_001246.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0001/Sad/0001_001347.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0001/Sad/0001_001140.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0001/Sad/0001_001250.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0001/Sad/0001_001132.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0001/Sad/0001_001329.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0001/Sad/0001_001340.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0001/Sad/0001_001242.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0001/Sad/0001_001343.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0001/Sad/0001_001226.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0001/Sad/0001_001241.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0001/Sad/0001_001239.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0001/Sad/0001_001342.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0001/Sad/0001_001227.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0001/Sad/0001_001350.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0001/Sad/0001_001238.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0001/Sad/0001_001131.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0001/Sad/0001_001139.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0001/Sad/0001_001146.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0001/Sad/0001_001228.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0001/Sad/0001_001233.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0001/Sad/0001_001324.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0001/Sad/0001_001147.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0001/Sad/0001_001127.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0001/Sad/0001_001234.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0001/Sad/0001_001345.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0001/Sad/0001_001150.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0001/Sad/0001_001341.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0001/Sad/0001_001122.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0001/Sad/0001_001330.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0001/Sad/0001_001129.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0001/Sad/0001_001148.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0001/Sad/0001_001149.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0001/Sad/0001_001243.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0001/Sad/0001_001126.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0001/Sad/0001_001236.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0001/Sad/0001_001339.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0001/Sad/0001_001134.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0001/Sad/0001_001331.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0001/Sad/0001_001328.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0001/Sad/0001_001247.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0001/Sad/0001_001232.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0001/Sad/0001_001221.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0001/Sad/0001_001349.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0001/Sad/0001_001135.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0001/Sad/0001_001326.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0001/Sad/0001_001240.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0001/Sad/0001_001229.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0001/Sad/0001_001144.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0001/Sad/0001_001128.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0001/Sad/0001_001237.wav
Happiness,/esd-dataset-fyp/Emotion Speech Dataset/0001/Happy/0001_000943.wav
Happiness,/esd-dataset-fyp/Emotion Speech Dataset/0001/Happy/0001_001039.wav
Happiness,/esd-dataset-fyp/Emotion Speech Dataset/0001/Happy/0001_000830.wav
Happiness,/esd-dataset-fyp/Emotion Speech Dataset/0001/Happy/0001_000737.wav
Happiness,/esd-dataset-fyp/Emotion Speech Dataset/0001/Happy/0001_000733.wav
Happiness,/esd-dataset-fyp/Emotion Speech Dataset/0001/Happy/0001_000741.wav
Happiness,/esd-dataset-fyp/Emotion Speech Dataset/0001/Happy/0001_001037.wav
Happiness,/esd-dataset-fyp/Emotion Speech Dataset/0001/Happy/0001_001030.wav
Happiness,/esd-dataset-fyp/Emotion Speech Dataset/0001/Happy/0001_000834.wav
Happiness,/esd-dataset-fyp/Emotion Speech Dataset/0001/Happy/0001_000941.wav
